#           v(1)       v(4)       v(3)       i(Vbias)   i(Rs.Xcel1 i(Rs.Xcel4 i(Rs.Xcel1 i(Rs.Xcel1
 1.13       0.57831   -0.026517   1.7349     9.9036     1.3076     1.3076     4.298      4.298     
 1.14       0.57831   -0.01652    1.7349     9.9034     1.3075     1.3075     4.298      4.298     
 1.15       0.57831   -0.0065223  1.7349     9.9033     1.3074     1.3074     4.2979     4.2979    
 1.16       0.57831    0.003475   1.7349     9.9031     1.3073     1.3073     4.2979     4.2979    
 1.17       0.57831    0.013472   1.7349     9.903      1.3072     1.3072     4.2979     4.2979    
 1.18       0.57831    0.02347    1.7349     9.9029     1.3071     1.3071     4.2979     4.2979    
 1.19       0.57832    0.033467   1.7349     9.9027     1.307      1.307      4.2978     4.2978    
 1.2        0.57832    0.043465   1.735      9.9026     1.3069     1.3069     4.2978     4.2978    
 1.21       0.57832    0.053462   1.735      9.9024     1.3068     1.3068     4.2978     4.2978    
 1.22       0.57832    0.063459   1.735      9.9023     1.3067     1.3067     4.2978     4.2978    
 1.23       0.57832    0.073457   1.735      9.9021     1.3066     1.3066     4.2977     4.2977    
 1.24       0.57832    0.083454   1.735      9.902      1.3065     1.3065     4.2977     4.2977    
 1.25       0.57832    0.093451   1.735      9.9018     1.3064     1.3064     4.2977     4.2977    
 1.26       0.57833    0.10345    1.735      9.9017     1.3063     1.3063     4.2977     4.2977    
 1.27       0.57833    0.11345    1.735      9.9015     1.3062     1.3062     4.2976     4.2976    
 1.28       0.57833    0.12344    1.735      9.9013     1.3061     1.3061     4.2976     4.2976    
 1.29       0.57833    0.13344    1.735      9.9012     1.306      1.306      4.2976     4.2976    
 1.3        0.57833    0.14344    1.735      9.901      1.3059     1.3059     4.2976     4.2976    
 1.31       0.57833    0.15344    1.735      9.9009     1.3058     1.3058     4.2975     4.2975    
 1.32       0.57833    0.16343    1.735      9.9007     1.3057     1.3057     4.2975     4.2975    
 1.33       0.57833    0.17343    1.735      9.9006     1.3056     1.3056     4.2975     4.2975    
 1.34       0.57834    0.18343    1.735      9.9004     1.3055     1.3055     4.2974     4.2974    
 1.35       0.57834    0.19343    1.735      9.9002     1.3054     1.3054     4.2974     4.2974    
 1.36       0.57834    0.20342    1.735      9.9001     1.3053     1.3053     4.2974     4.2974    
 1.37       0.57834    0.21342    1.735      9.8999     1.3052     1.3052     4.2973     4.2973    
 1.38       0.57834    0.22342    1.735      9.8997     1.3051     1.3051     4.2973     4.2973    
 1.39       0.57834    0.23341    1.735      9.8996     1.305      1.305      4.2973     4.2973    
 1.4        0.57834    0.24341    1.735      9.8994     1.3049     1.3049     4.2972     4.2972    
 1.41       0.57834    0.25341    1.735      9.8992     1.3048     1.3048     4.2972     4.2972    
 1.42       0.57835    0.26341    1.735      9.8991     1.3047     1.3047     4.2972     4.2972    
 1.43       0.57835    0.2734     1.735      9.8989     1.3046     1.3046     4.2971     4.2971    
 1.44       0.57835    0.2834     1.735      9.8987     1.3045     1.3045     4.2971     4.2971    
 1.45       0.57835    0.2934     1.735      9.8985     1.3044     1.3044     4.2971     4.2971    
 1.46       0.57835    0.3034     1.7351     9.8984     1.3043     1.3043     4.297      4.297     
 1.47       0.57835    0.31339    1.7351     9.8982     1.3042     1.3042     4.297      4.297     
 1.48       0.57835    0.32339    1.7351     9.898      1.3041     1.3041     4.2969     4.2969    
 1.49       0.57836    0.33339    1.7351     9.8978     1.304      1.304      4.2969     4.2969    
 1.5        0.57836    0.34339    1.7351     9.8976     1.3039     1.3039     4.2969     4.2969    
 1.51       0.57836    0.35338    1.7351     9.8974     1.3038     1.3038     4.2968     4.2968    
 1.52       0.57836    0.36338    1.7351     9.8973     1.3037     1.3037     4.2968     4.2968    
 1.53       0.57836    0.37338    1.7351     9.8971     1.3036     1.3036     4.2967     4.2967    
 1.54       0.57836    0.38338    1.7351     9.8969     1.3035     1.3035     4.2967     4.2967    
 1.55       0.57836    0.39337    1.7351     9.8967     1.3034     1.3034     4.2966     4.2966    
 1.56       0.57836    0.40337    1.7351     9.8965     1.3033     1.3033     4.2966     4.2966    
 1.57       0.57837    0.41337    1.7351     9.8963     1.3032     1.3032     4.2965     4.2965    
 1.58       0.57837    0.42337    1.7351     9.896      1.3031     1.3031     4.2965     4.2965    
 1.59       0.57837    0.43336    1.7351     9.8958     1.303      1.303      4.2964     4.2964    
 1.6        0.57837    0.44336    1.7351     9.8956     1.3029     1.3029     4.2964     4.2964    
